"age","ageMarried","monthsSinceM","pregnancies","children","sons","region","literacy"
28,"20to22",85,2,2,1,"lt10k","yes"
44,"18to20",307,2,2,1,"lt10k","yes"
36,"25to30",141,2,2,2,"lt10k","yes"
37,"25to30",139,2,2,0,"lt10k","yes"
45,"30toInf",146,2,2,1,"lt10k","yes"
23,"22to25",9,0,0,0,"lt10k","yes"
34,"30toInf",9,0,0,0,"20k+","yes"
33,"22to25",128,1,1,1,"20k+","yes"
18,"18to20",7,1,0,0,"20k+","yes"
34,"22to25",129,2,2,2,"20k+","yes"
42,"22to25",232,1,1,1,"20k+","yes"
19,"18to20",6,1,1,1,"20k+","yes"
41,"20to22",207,8,8,2,"20k+","yes"
22,"22to25",4,0,0,0,"20k+","yes"
28,"22to25",59,3,3,1,"20k+","yes"
32,"25to30",85,1,1,1,"20k+","yes"
28,"22to25",65,1,1,1,"20k+","yes"
43,"20to22",254,0,0,0,"20k+","yes"
24,"22to25",16,1,0,0,"lt10k","yes"
40,"20to22",226,2,2,1,"20k+","yes"
32,"22to25",116,2,2,1,"lt10k","yes"
34,"20to22",150,6,7,5,"lt10k","yes"
40,"22to25",195,2,2,2,"lt10k","yes"
45,"20to22",300,2,2,0,"lt10k","yes"
46,"18to20",339,1,1,0,"20k+","yes"
38,"20to22",204,3,3,3,"lt10k","yes"
40,"20to22",246,1,1,1,"20k+","yes"
37,"30toInf",51,2,2,2,"lt10k","yes"
27,"15to18",122,2,2,1,"20k+","yes"
27,"20to22",72,1,1,0,"20k+","yes"
38,"25to30",132,2,2,2,"20k+","yes"
47,"25to30",237,2,2,0,"20k+","yes"
45,"22to25",271,2,2,0,"20k+","yes"
38,"20to22",209,2,2,1,"20k+","yes"
35,"22to25",131,3,3,3,"20k+","yes"
49,"18to20",248,2,2,2,"lt10k","no"
26,"20to22",60,2,2,0,"lt10k","yes"
40,"20to22",231,2,2,1,"lt10k","yes"
32,"22to25",118,2,2,2,"lt10k","yes"
22,"22to25",3,0,0,0,"lt10k","yes"
34,"22to25",131,2,2,1,"lt10k","yes"
36,"15to18",230,3,3,2,"lt10k","yes"
24,"22to25",18,1,1,0,"lt10k","yes"
43,"22to25",224,2,2,1,"lt10k","yes"
30,"25to30",63,1,1,1,"lt10k","yes"
45,"15to18",227,4,4,2,"lt10k","yes"
26,"15to18",107,1,1,1,"lt10k","yes"
22,"18to20",39,1,1,0,"lt10k","yes"
33,"18to20",169,2,2,2,"lt10k","yes"
47,"18to20",326,3,3,1,"lt10k","yes"
35,"30toInf",16,1,1,0,"lt10k","yes"
30,"22to25",76,1,1,1,"lt10k","yes"
45,"30toInf",96,2,2,2,"lt10k","yes"
42,"22to25",238,1,1,1,"lt10k","yes"
41,"22to25",233,1,1,0,"lt10k","yes"
41,"22to25",222,5,5,1,"lt10k","yes"
46,"18to20",341,3,3,1,"lt10k","yes"
35,"22to25",125,2,2,1,"lt10k","yes"
25,"20to22",57,1,1,1,"lt10k","yes"
26,"20to22",54,2,1,0,"lt10k","yes"
28,"20to22",81,1,1,0,"lt10k","yes"
37,"18to20",232,4,4,3,"lt10k","yes"
27,"22to25",65,1,1,0,"lt10k","yes"
25,"25to30",3,0,0,0,"lt10k","yes"
35,"25to30",97,2,2,0,"lt10k","yes"
43,"15to18",264,6,6,1,"lt10k","yes"
23,"20to22",43,1,1,1,"lt10k","yes"
32,"22to25",116,2,2,0,"lt10k","yes"
29,"18to20",135,2,2,2,"lt10k","yes"
49,"22to25",291,6,6,2,"lt10k","no"
36,"30toInf",29,1,1,1,"lt10k","no"
47,"30toInf",85,1,1,1,"lt10k","yes"
44,"20to22",276,3,3,1,"lt10k","no"
47,"22to25",287,1,1,0,"lt10k","yes"
34,"20to22",156,2,2,1,"lt10k","yes"
38,"25to30",134,1,1,0,"lt10k","yes"
19,"18to20",6,0,0,0,"lt10k","yes"
49,"20to22",332,5,5,3,"lt10k","no"
31,"20to22",135,2,3,1,"lt10k","yes"
29,"20to22",93,1,1,0,"lt10k","yes"
48,"15to18",283,3,3,0,"lt10k","yes"
24,"18to20",67,1,1,1,"lt10k","yes"
39,"20to22",233,2,2,2,"lt10k","yes"
47,"20to22",303,1,1,0,"lt10k","yes"
42,"25to30",192,2,2,0,"lt10k","yes"
46,"22to25",284,3,3,2,"lt10k","yes"
33,"25to30",102,3,3,1,"lt10k","yes"
38,"20to22",207,2,2,0,"lt10k","yes"
34,"22to25",144,1,1,0,"lt10k","yes"
48,"22to25",313,0,0,0,"lt10k","yes"
27,"22to25",45,1,1,1,"lt10k","yes"
31,"22to25",82,1,1,1,"lt10k","yes"
28,"20to22",23,1,1,0,"lt10k","yes"
37,"22to25",171,3,3,2,"lt10k","yes"
29,"20to22",102,2,2,1,"lt10k","yes"
45,"22to25",248,3,3,0,"lt10k","yes"
41,"22to25",236,4,4,2,"lt10k","yes"
40,"20to22",239,4,4,3,"lt10k","no"
29,"22to25",69,2,3,0,"lt10k","yes"
45,"22to25",158,2,2,1,"lt10k","yes"
27,"22to25",52,1,1,1,"lt10k","yes"
25,"18to20",77,2,2,0,"lt10k","yes"
39,"25to30",147,1,1,1,"lt10k","yes"
27,"18to20",101,2,2,0,"lt10k","yes"
41,"15to18",286,10,11,8,"lt10k","yes"
26,"15to18",119,4,4,2,"lt10k","yes"
34,"20to22",172,3,3,1,"lt10k","yes"
39,"25to30",175,2,2,0,"lt10k","yes"
39,"18to20",246,3,3,1,"lt10k","yes"
46,"25to30",246,3,3,0,"lt10k","no"
20,"18to20",23,1,1,0,"lt10k","yes"
20,"15to18",37,2,2,1,"lt10k","yes"
28,"22to25",46,1,1,0,"lt10k","yes"
45,"22to25",252,6,6,2,"lt10k","yes"
32,"22to25",119,2,2,2,"lt10k","yes"
37,"25to30",119,1,1,1,"lt10k","yes"
28,"25to30",32,1,1,1,"lt10k","yes"
37,"22to25",174,3,3,2,"lt10k","yes"
31,"22to25",93,2,2,2,"lt10k","yes"
35,"22to25",146,1,1,1,"lt10k","yes"
40,"25to30",168,0,0,0,"lt10k","yes"
35,"22to25",149,5,5,1,"lt10k","yes"
47,"25to30",256,2,2,1,"lt10k","yes"
19,"15to18",23,1,1,0,"lt10k","yes"
32,"22to25",109,1,1,1,"lt10k","yes"
23,"20to22",37,2,1,0,"lt10k","yes"
31,"25to30",42,1,0,0,"lt10k","yes"
42,"25to30",159,2,2,2,"lt10k","yes"
41,"25to30",164,1,1,0,"lisbon","yes"
28,"20to22",93,2,2,2,"lisbon","yes"
32,"18to20",148,0,0,0,"lisbon","yes"
47,"22to25",285,3,3,3,"lisbon","yes"
40,"25to30",143,1,1,0,"lisbon","yes"
36,"18to20",197,1,1,0,"lisbon","yes"
36,"25to30",136,1,1,1,"lisbon","yes"
26,"22to25",21,0,0,0,"lisbon","yes"
35,"30toInf",56,2,2,0,"lisbon","yes"
24,"22to25",11,1,0,0,"lisbon","yes"
39,"30toInf",19,0,0,0,"lisbon","yes"
30,"15to18",173,1,1,0,"lisbon","yes"
33,"22to25",47,1,1,0,"lisbon","yes"
43,"22to25",246,1,1,1,"lisbon","yes"
42,"30toInf",125,0,0,0,"lisbon","yes"
40,"22to25",206,2,2,1,"lisbon","yes"
40,"25to30",181,2,2,1,"lisbon","yes"
40,"30toInf",101,0,0,0,"lisbon","yes"
19,"15to18",51,2,2,1,"lisbon","yes"
26,"22to25",32,1,1,1,"lisbon","yes"
35,"22to25",151,2,2,1,"lisbon","yes"
27,"25to30",16,0,0,0,"lisbon","yes"
43,"22to25",236,2,2,1,"lisbon","yes"
20,"20to22",2,0,0,0,"lisbon","yes"
44,"18to20",305,1,1,1,"lisbon","yes"
43,"20to22",273,1,1,1,"lisbon","yes"
34,"25to30",93,2,2,1,"lisbon","yes"
25,"20to22",62,1,1,1,"lisbon","yes"
42,"30toInf",146,2,2,1,"lisbon","yes"
28,"22to25",65,1,1,1,"lisbon","yes"
31,"25to30",69,1,2,2,"lisbon","yes"
28,"20to22",94,2,2,2,"lisbon","yes"
25,"20to22",57,2,2,1,"lisbon","yes"
31,"25to30",56,1,1,0,"lisbon","yes"
23,"18to20",49,1,1,1,"lisbon","yes"
33,"25to30",69,1,1,1,"lisbon","yes"
31,"25to30",73,1,1,0,"lisbon","yes"
27,"22to25",65,1,1,0,"lisbon","yes"
46,"25to30",212,2,2,0,"lisbon","yes"
40,"25to30",179,3,3,0,"lisbon","yes"
29,"22to25",73,2,2,1,"lisbon","yes"
30,"22to25",83,2,2,1,"lisbon","yes"
46,"22to25",270,3,3,1,"lisbon","yes"
33,"25to30",46,1,1,1,"lisbon","yes"
27,"20to22",56,2,2,1,"lisbon","yes"
48,"22to25",285,3,3,2,"lisbon","yes"
24,"20to22",39,1,1,0,"lisbon","yes"
29,"18to20",112,1,1,1,"lisbon","yes"
26,"25to30",6,0,0,0,"lisbon","yes"
28,"22to25",77,1,1,0,"lisbon","yes"
29,"22to25",67,2,2,1,"lisbon","yes"
29,"25to30",35,0,0,0,"lisbon","yes"
29,"18to20",114,2,2,0,"lisbon","yes"
30,"22to25",88,1,1,0,"lisbon","yes"
26,"15to18",108,2,2,1,"lisbon","yes"
27,"22to25",50,1,1,0,"lisbon","yes"
43,"20to22",267,3,3,0,"lisbon","yes"
24,"20to22",57,1,1,1,"lisbon","yes"
30,"22to25",76,1,2,2,"lisbon","yes"
24,"20to22",57,2,2,1,"lisbon","yes"
27,"22to25",56,1,1,0,"lisbon","yes"
24,"18to20",33,1,1,1,"lisbon","yes"
32,"22to25",106,2,2,2,"lisbon","yes"
29,"22to25",64,1,0,0,"lisbon","yes"
35,"18to20",198,1,1,0,"lisbon","yes"
34,"22to25",134,1,1,1,"lisbon","yes"
49,"22to25",292,1,1,1,"lisbon","yes"
30,"20to22",112,2,2,1,"lisbon","yes"
23,"20to22",29,1,1,0,"lisbon","yes"
41,"25to30",148,1,1,0,"lisbon","yes"
36,"22to25",160,2,2,2,"lisbon","yes"
39,"20to22",211,1,1,1,"lisbon","yes"
34,"22to25",136,1,2,1,"lisbon","yes"
23,"15to18",88,3,3,1,"lisbon","yes"
21,"18to20",33,1,1,0,"lisbon","yes"
25,"22to25",34,1,1,1,"lisbon","yes"
24,"18to20",70,1,1,0,"lisbon","yes"
26,"15to18",134,4,4,3,"lisbon","yes"
42,"18to20",184,0,0,0,"lisbon","yes"
25,"20to22",43,3,3,3,"lisbon","yes"
29,"25to30",51,3,3,1,"lisbon","yes"
43,"30toInf",144,1,1,1,"lisbon","yes"
22,"15to18",63,2,1,1,"lisbon","yes"
24,"18to20",80,3,3,1,"lisbon","yes"
43,"25to30",165,0,0,0,"lisbon","yes"
24,"18to20",69,1,1,0,"lisbon","yes"
34,"18to20",174,2,2,2,"lisbon","yes"
28,"15to18",144,4,4,3,"lisbon","no"
31,"20to22",134,3,4,2,"lisbon","yes"
36,"15to18",104,3,3,2,"lisbon","yes"
33,"20to22",167,7,7,4,"lisbon","no"
49,"20to22",355,3,3,1,"lisbon","no"
37,"22to25",187,4,4,2,"lisbon","yes"
20,"18to20",17,1,1,0,"lisbon","yes"
25,"15to18",101,2,1,1,"lisbon","yes"
29,"20to22",105,2,2,0,"lisbon","yes"
43,"20to22",259,6,6,5,"lisbon","yes"
19,"15to18",19,1,0,0,"lisbon","yes"
26,"22to25",34,1,1,0,"lisbon","yes"
47,"22to25",256,2,2,2,"lisbon","yes"
30,"22to25",79,2,2,0,"lisbon","yes"
47,"20to22",314,2,2,1,"lisbon","yes"
21,"18to20",22,1,0,0,"lisbon","yes"
30,"20to22",114,1,2,0,"lisbon","yes"
46,"20to22",250,4,4,2,"lisbon","no"
45,"18to20",325,4,4,1,"lisbon","no"
23,"22to25",12,1,1,0,"lisbon","yes"
39,"20to22",232,3,3,1,"lisbon","yes"
23,"18to20",42,1,1,1,"lisbon","yes"
20,"15to18",54,1,1,1,"lisbon","yes"
19,"18to20",10,1,1,1,"lisbon","yes"
43,"15to18",316,5,5,3,"lisbon","no"
19,"18to20",6,1,0,0,"lisbon","yes"
42,"22to25",242,4,4,2,"lisbon","yes"
45,"22to25",254,2,2,2,"lisbon","yes"
42,"22to25",161,1,1,1,"lisbon","yes"
48,"18to20",353,3,3,0,"lisbon","yes"
49,"22to25",310,1,1,1,"lisbon","yes"
49,"22to25",103,1,1,0,"lisbon","yes"
44,"25to30",200,1,1,0,"lisbon","yes"
47,"20to22",306,1,1,1,"lisbon","no"
24,"18to20",53,1,1,1,"lisbon","yes"
22,"18to20",31,0,0,0,"lisbon","yes"
29,"15to18",154,2,2,0,"lisbon","yes"
38,"25to30",113,2,2,2,"lisbon","no"
49,"30toInf",182,0,0,0,"lisbon","yes"
28,"25to30",28,1,1,1,"lisbon","yes"
49,"20to22",229,2,2,1,"lisbon","yes"
41,"18to20",255,2,2,2,"lisbon","yes"
25,"22to25",31,1,1,0,"lisbon","yes"
30,"20to22",105,1,1,0,"lisbon","yes"
28,"22to25",71,1,1,0,"lisbon","yes"
30,"25to30",5,0,0,0,"lisbon","yes"
28,"25to30",3,0,0,0,"lisbon","yes"
45,"22to25",189,1,1,0,"lisbon","yes"
30,"20to22",56,5,5,2,"lisbon","yes"
44,"15to18",87,4,4,4,"lisbon","yes"
47,"25to30",192,2,2,1,"lisbon","no"
41,"20to22",8,1,1,0,"lisbon","yes"
41,"20to22",242,2,2,1,"lisbon","yes"
40,"22to25",195,1,1,1,"lisbon","yes"
45,"22to25",249,1,1,0,"lisbon","yes"
25,"20to22",62,2,1,1,"lisbon","yes"
40,"22to25",189,2,2,1,"lisbon","yes"
27,"22to25",61,1,2,0,"lisbon","yes"
41,"22to25",39,1,1,1,"lisbon","yes"
36,"20to22",194,4,4,2,"lisbon","yes"
47,"25to30",268,3,3,1,"lisbon","yes"
24,"20to22",46,1,1,0,"lisbon","yes"
47,"25to30",249,2,2,1,"lisbon","yes"
28,"25to30",34,1,1,0,"lisbon","yes"
35,"22to25",136,1,1,1,"lisbon","yes"
44,"22to25",238,1,1,1,"lisbon","yes"
47,"22to25",285,3,3,2,"lisbon","yes"
21,"18to20",22,0,0,0,"lisbon","yes"
44,"22to25",104,1,1,1,"lisbon","yes"
49,"20to22",339,3,3,1,"lisbon","yes"
33,"20to22",147,4,4,1,"lisbon","yes"
42,"22to25",225,3,3,2,"lisbon","yes"
35,"20to22",176,4,4,1,"lisbon","yes"
42,"25to30",214,3,3,1,"lisbon","yes"
34,"22to25",142,1,1,0,"lisbon","yes"
44,"25to30",239,3,3,2,"lisbon","yes"
39,"25to30",175,3,3,3,"lisbon","yes"
31,"22to25",57,2,2,1,"lisbon","yes"
39,"18to20",244,1,1,1,"lisbon","yes"
46,"22to25",173,0,0,0,"lisbon","no"
21,"18to20",34,0,0,0,"lisbon","yes"
41,"18to20",271,1,1,0,"lisbon","yes"
44,"20to22",68,2,2,2,"lisbon","yes"
45,"22to25",281,3,3,2,"lisbon","yes"
36,"25to30",117,1,1,1,"lisbon","yes"
41,"25to30",161,2,2,1,"lisbon","yes"
46,"25to30",256,2,2,2,"lisbon","yes"
48,"25to30",242,2,2,1,"lisbon","yes"
40,"25to30",149,2,2,2,"lisbon","yes"
44,"25to30",209,2,2,1,"lisbon","yes"
47,"25to30",233,2,2,1,"lisbon","yes"
38,"20to22",213,4,4,4,"lisbon","yes"
41,"20to22",239,4,4,2,"lisbon","yes"
36,"22to25",149,3,4,1,"lisbon","yes"
23,"22to25",7,0,0,0,"lisbon","yes"
34,"25to30",54,0,0,0,"lisbon","yes"
46,"22to25",265,2,2,0,"lisbon","yes"
34,"25to30",87,3,3,2,"lisbon","yes"
43,"25to30",205,1,1,1,"lisbon","yes"
37,"30toInf",30,1,1,1,"lisbon","yes"
43,"30toInf",68,1,1,1,"lisbon","no"
40,"18to20",263,3,3,1,"lisbon","yes"
35,"18to20",197,3,3,3,"lisbon","yes"
30,"22to25",73,1,1,0,"lisbon","yes"
49,"18to20",48,2,2,1,"lisbon","no"
45,"20to22",297,4,4,2,"lisbon","yes"
29,"22to25",77,2,2,0,"lisbon","yes"
19,"15to18",33,0,0,0,"lisbon","yes"
36,"18to20",194,1,1,0,"lisbon","yes"
46,"22to25",267,1,1,1,"lisbon","yes"
24,"20to22",30,1,0,0,"lisbon","yes"
40,"20to22",235,2,2,1,"lisbon","yes"
41,"22to25",227,2,2,2,"lisbon","yes"
33,"20to22",164,2,2,0,"lisbon","yes"
24,"20to22",18,0,0,0,"lisbon","yes"
46,"15to18",272,5,5,2,"lisbon","yes"
48,"22to25",322,2,2,1,"lisbon","yes"
45,"25to30",224,2,2,2,"lisbon","yes"
32,"25to30",43,1,1,1,"lisbon","yes"
45,"25to30",223,2,2,1,"lisbon","yes"
29,"20to22",97,1,1,0,"lisbon","yes"
22,"20to22",13,1,0,0,"lisbon","yes"
26,"20to22",72,1,1,1,"lisbon","yes"
34,"22to25",116,3,4,2,"lisbon","no"
38,"25to30",144,1,1,0,"lisbon","yes"
22,"20to22",28,1,1,1,"lisbon","yes"
18,"15to18",9,1,1,0,"lisbon","yes"
43,"25to30",199,2,2,1,"lisbon","yes"
29,"22to25",74,1,1,0,"lisbon","yes"
30,"20to22",123,1,1,1,"lisbon","yes"
31,"18to20",146,1,1,0,"lisbon","yes"
19,"18to20",2,0,0,0,"lisbon","yes"
43,"15to18",319,7,7,3,"lisbon","no"
41,"18to20",276,2,2,0,"lisbon","yes"
41,"18to20",149,2,2,1,"lisbon","yes"
42,"30toInf",132,0,0,0,"lisbon","yes"
36,"22to25",157,1,1,0,"lisbon","yes"
48,"20to22",333,2,2,1,"lisbon","yes"
49,"22to25",259,1,1,1,"lisbon","yes"
49,"20to22",326,0,0,0,"lisbon","yes"
30,"25to30",28,1,1,1,"lisbon","yes"
32,"20to22",84,1,1,0,"lisbon","yes"
21,"20to22",9,0,0,0,"lisbon","yes"
23,"15to18",70,3,3,2,"lisbon","yes"
39,"0to15",292,4,4,2,"lisbon","yes"
40,"22to25",197,2,2,1,"lisbon","yes"
27,"15to18",115,2,2,1,"lisbon","yes"
47,"18to20",337,0,0,0,"lisbon","yes"
41,"22to25",221,1,1,1,"lisbon","yes"
49,"0to15",431,1,1,1,"lisbon","yes"
27,"22to25",65,1,1,1,"lisbon","yes"
34,"15to18",202,1,1,0,"lisbon","yes"
27,"20to22",73,2,2,1,"lisbon","yes"
35,"15to18",216,1,1,1,"lisbon","yes"
40,"25to30",145,1,2,2,"lisbon","yes"
32,"22to25",96,1,1,0,"lisbon","yes"
49,"25to30",257,1,1,0,"lisbon","yes"
37,"22to25",181,3,3,1,"lisbon","yes"
32,"22to25",116,2,2,0,"lisbon","yes"
30,"25to30",40,1,2,1,"lisbon","yes"
27,"15to18",137,3,3,2,"lisbon","yes"
37,"18to20",233,3,3,2,"lisbon","yes"
28,"22to25",76,2,2,1,"lisbon","yes"
42,"22to25",246,2,2,2,"lisbon","yes"
30,"18to20",146,3,3,1,"lisbon","yes"
39,"22to25",211,3,3,2,"lisbon","yes"
36,"30toInf",37,0,0,0,"lisbon","yes"
44,"25to30",181,2,2,1,"lisbon","yes"
24,"20to22",53,1,1,0,"lisbon","yes"
45,"25to30",238,1,1,0,"lisbon","no"
33,"20to22",57,1,1,1,"lisbon","yes"
47,"25to30",218,1,1,1,"lisbon","yes"
40,"18to20",256,2,2,1,"lisbon","yes"
33,"22to25",101,3,2,1,"lisbon","yes"
40,"18to20",243,3,2,2,"lisbon","yes"
28,"20to22",94,1,1,0,"lisbon","yes"
46,"22to25",260,1,1,1,"lisbon","yes"
28,"20to22",86,1,1,0,"lisbon","yes"
27,"20to22",91,1,1,1,"lisbon","yes"
35,"22to25",157,1,1,0,"lisbon","yes"
29,"18to20",120,1,1,0,"lisbon","yes"
35,"22to25",163,3,3,2,"lisbon","yes"
42,"25to30",187,3,3,1,"lisbon","yes"
36,"25to30",93,1,1,1,"lisbon","yes"
43,"30toInf",70,0,0,0,"lisbon","yes"
37,"22to25",173,3,3,2,"lisbon","yes"
37,"25to30",104,1,1,0,"lisbon","yes"
38,"18to20",227,3,3,1,"lisbon","yes"
27,"20to22",72,2,1,0,"lisbon","yes"
30,"25to30",41,1,1,0,"lisbon","yes"
33,"25to30",41,1,1,1,"lisbon","yes"
35,"25to30",37,1,1,0,"lisbon","yes"
35,"22to25",149,2,2,2,"lisbon","yes"
34,"25to30",110,1,1,1,"lisbon","yes"
40,"18to20",251,3,3,1,"lisbon","yes"
23,"15to18",88,5,4,4,"lisbon","yes"
48,"22to25",298,2,2,2,"lisbon","yes"
46,"20to22",312,3,3,3,"lisbon","no"
26,"22to25",30,1,1,1,"lisbon","yes"
29,"25to30",44,0,0,0,"lisbon","yes"
47,"20to22",279,1,1,0,"lisbon","yes"
24,"18to20",18,1,1,1,"lisbon","yes"
38,"18to20",238,2,2,2,"lisbon","no"
35,"18to20",154,1,1,0,"lisbon","yes"
40,"18to20",255,2,2,1,"lisbon","yes"
37,"22to25",176,2,2,2,"lisbon","yes"
23,"15to18",98,1,1,1,"lisbon","yes"
27,"18to20",101,1,1,0,"lisbon","yes"
35,"30toInf",47,1,1,1,"lisbon","yes"
40,"25to30",128,2,2,0,"lisbon","yes"
45,"25to30",204,0,0,0,"lisbon","yes"
26,"20to22",65,2,2,1,"lisbon","yes"
35,"18to20",203,1,1,1,"lisbon","yes"
48,"30toInf",88,0,0,0,"lisbon","no"
45,"22to25",249,3,3,1,"lisbon","yes"
33,"18to20",169,2,2,1,"lisbon","yes"
23,"18to20",63,1,1,1,"lisbon","yes"
30,"20to22",11,1,1,0,"lisbon","yes"
28,"25to30",16,1,1,1,"lisbon","yes"
47,"22to25",275,2,2,1,"lisbon","yes"
21,"20to22",17,1,1,1,"lisbon","yes"
47,"30toInf",146,1,1,1,"lisbon","no"
45,"30toInf",104,1,1,0,"lisbon","yes"
45,"25to30",211,1,1,1,"lisbon","yes"
36,"30toInf",71,1,1,1,"lisbon","yes"
32,"15to18",195,2,2,1,"lisbon","yes"
46,"22to25",287,3,3,1,"lisbon","yes"
23,"20to22",20,1,1,1,"lisbon","yes"
36,"20to22",174,2,2,2,"lisbon","yes"
29,"15to18",148,2,2,2,"lisbon","yes"
27,"15to18",76,0,0,0,"lisbon","yes"
34,"18to20",118,1,1,1,"lisbon","yes"
43,"15to18",313,4,4,2,"lisbon","yes"
40,"22to25",203,2,2,0,"lisbon","yes"
28,"18to20",125,0,0,0,"lisbon","yes"
47,"22to25",292,1,1,0,"lisbon","yes"
31,"20to22",126,3,3,1,"lisbon","yes"
33,"20to22",138,2,2,0,"lisbon","yes"
25,"22to25",6,1,0,0,"lisbon","yes"
48,"22to25",293,2,2,1,"lisbon","yes"
45,"22to25",252,2,2,2,"lisbon","yes"
44,"20to22",196,0,0,0,"lisbon","yes"
46,"22to25",210,2,2,2,"lisbon","yes"
47,"30toInf",68,2,2,1,"lisbon","yes"
40,"22to25",195,1,1,1,"lisbon","yes"
39,"25to30",74,1,1,1,"lisbon","yes"
34,"22to25",147,7,7,2,"lisbon","yes"
45,"20to22",116,1,1,1,"lisbon","yes"
43,"25to30",214,3,3,2,"lisbon","yes"
39,"25to30",176,1,1,1,"lisbon","yes"
34,"22to25",137,2,2,0,"lisbon","yes"
35,"22to25",140,3,3,2,"lisbon","no"
20,"18to20",22,1,1,1,"lisbon","yes"
45,"25to30",211,2,2,1,"lisbon","yes"
34,"20to22",172,3,3,1,"lisbon","yes"
47,"30toInf",31,0,0,0,"lisbon","yes"
22,"18to20",53,1,1,1,"lisbon","yes"
42,"22to25",84,2,2,1,"lisbon","no"
32,"18to20",137,2,2,1,"lisbon","yes"
32,"22to25",92,2,2,1,"lisbon","yes"
42,"22to25",246,6,6,5,"lisbon","no"
35,"15to18",213,3,3,2,"lisbon","no"
37,"15to18",239,7,7,5,"lisbon","no"
46,"15to18",350,8,8,7,"lisbon","no"
31,"15to18",160,5,5,4,"lisbon","yes"
41,"22to25",175,4,4,2,"lisbon","yes"
34,"22to25",126,2,2,0,"lisbon","yes"
33,"22to25",125,0,0,0,"lisbon","no"
23,"20to22",38,2,2,1,"lisbon","yes"
29,"22to25",72,1,1,1,"lisbon","yes"
31,"25to30",70,1,1,0,"lisbon","yes"
47,"22to25",248,6,6,1,"lisbon","no"
23,"18to20",44,2,2,0,"lisbon","yes"
41,"22to25",94,2,2,0,"lisbon","no"
46,"22to25",268,1,1,1,"lisbon","no"
34,"22to25",118,3,3,2,"lisbon","yes"
44,"22to25",256,2,2,1,"lisbon","no"
37,"22to25",184,9,9,4,"lisbon","yes"
45,"25to30",242,2,2,0,"lisbon","yes"
19,"18to20",14,1,1,0,"lisbon","yes"
32,"25to30",66,1,1,1,"lisbon","yes"
42,"22to25",242,2,2,2,"lisbon","yes"
48,"25to30",262,2,2,1,"lisbon","yes"
37,"20to22",206,3,3,1,"lisbon","yes"
48,"18to20",353,2,2,0,"lisbon","yes"
24,"18to20",72,2,2,1,"lisbon","yes"
45,"22to25",272,2,2,1,"lisbon","yes"
17,"15to18",13,1,1,0,"lisbon","yes"
35,"18to20",192,2,2,1,"lisbon","yes"
44,"25to30",221,4,4,4,"lisbon","yes"
30,"25to30",61,1,1,0,"lisbon","yes"
45,"25to30",150,3,3,2,"lisbon","yes"
34,"20to22",83,1,1,0,"lisbon","yes"
26,"20to22",66,2,2,2,"lisbon","yes"
26,"20to22",42,0,0,0,"lisbon","yes"
31,"20to22",129,1,1,1,"lisbon","yes"
43,"25to30",178,2,2,0,"lisbon","yes"
42,"22to25",230,2,2,1,"lisbon","yes"
22,"20to22",13,0,0,0,"lisbon","yes"
45,"25to30",240,4,4,3,"lisbon","yes"
43,"22to25",249,6,6,3,"lisbon","yes"
44,"22to25",259,1,1,1,"lisbon","yes"
42,"25to30",199,2,2,1,"lisbon","yes"
38,"20to22",210,1,1,1,"lisbon","yes"
36,"22to25",163,2,2,2,"lisbon","yes"
47,"22to25",275,1,1,1,"lisbon","yes"
47,"30toInf",206,2,2,1,"lisbon","yes"
43,"25to30",197,2,2,1,"lisbon","yes"
49,"22to25",313,1,1,1,"lisbon","yes"
41,"20to22",57,0,0,0,"lisbon","yes"
36,"25to30",134,3,3,1,"lisbon","yes"
39,"22to25",186,0,0,0,"lisbon","yes"
44,"22to25",246,2,2,0,"lisbon","yes"
42,"25to30",175,1,1,1,"lisbon","yes"
47,"25to30",124,1,1,1,"lisbon","yes"
43,"15to18",312,1,1,1,"lisbon","yes"
41,"30toInf",134,1,1,1,"lisbon","yes"
47,"18to20",349,2,2,0,"lisbon","yes"
35,"25to30",127,2,2,2,"lisbon","yes"
44,"22to25",246,3,3,1,"lisbon","yes"
27,"20to22",52,1,1,0,"lisbon","yes"
48,"18to20",353,1,1,0,"lisbon","yes"
19,"15to18",33,1,1,1,"lisbon","yes"
34,"25to30",71,2,2,1,"lisbon","yes"
35,"20to22",189,2,3,2,"lisbon","yes"
33,"22to25",104,2,2,1,"lisbon","yes"
25,"22to25",15,1,1,1,"lisbon","yes"
43,"18to20",109,2,2,1,"lisbon","yes"
31,"20to22",126,2,2,1,"lisbon","yes"
45,"25to30",215,0,0,0,"lisbon","yes"
48,"22to25",298,0,0,0,"lisbon","yes"
31,"20to22",123,1,1,1,"lisbon","yes"
46,"25to30",237,4,4,4,"lisbon","yes"
42,"22to25",221,2,2,1,"lisbon","yes"
44,"20to22",268,2,2,2,"lisbon","yes"
27,"22to25",60,1,1,1,"lisbon","yes"
40,"0to15",311,2,2,1,"lisbon","yes"
39,"30toInf",105,1,1,1,"lisbon","yes"
47,"20to22",316,2,2,1,"lisbon","yes"
27,"22to25",50,1,1,1,"lisbon","yes"
22,"20to22",17,0,0,0,"lisbon","yes"
44,"22to25",245,3,3,3,"lisbon","yes"
27,"22to25",26,0,0,0,"lisbon","yes"
28,"22to25",44,2,2,1,"lisbon","yes"
